Folder name,Constraint,Correct,Processed
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. The name shall start  with a space character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"5. The first character in the name shall not be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"6. In the name, there shall be some characters following a space character which are not capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The email shall start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The email shall have either no @ characters or more than one @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The password shall contain at least one upper case characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. The password shall contain at least one lower case characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"5. The password shall contain at least one number.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The password shall not contain any of the following characters: !, #, $.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. The password shall not contain any lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"5. The password shall not contain any numbers.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The date shall contain two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The date shall contain either no hyphens, one hyphen or more than two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. If the date has at least two hyphens, the part after the first hyphen but before the second hyphen shall be a number smaller than 1 or a number larger than 12.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"4. If the date has at least two hyphens, the part after the second hyphen shall be a number smaller than 1 or larger than 31.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035820,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The name shall only contain letters a-z, letters A-Z and space characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The name shall contain at least one space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The name shall not end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. The name shall not  start with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The first character in the name shall be capitalized.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"6. Any character in the name following a space character shall be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The name shall not contain letters a-z, letters A-Z and spaces.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The name shall contain no space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The name shall end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. The name shall start  with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The first character in the name shall not be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"6. In the name, there shall be some characters following a space character which are not capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The email shall start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The email shall have either no @ characters or more than one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The password shall not contain any of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. The password shall not contain any lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"5. The password shall not contain any numbers.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The date shall contain two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The date shall have a number between 0 and 2025 before the first hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. The date shall have a number between 1 and 31 after the second hyphen.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The date shall contain either no hyphens, one hyphen or more than two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"4. If the date has at least two hyphens, the part after the second hyphen shall be a number smaller than 1 or larger than 31.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-035827,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The name shall only contain letters a-z, letters A-Z and space characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The name shall contain at least one space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The name shall not end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. The name shall not  start with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The name shall contain no space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The name shall end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. The name shall start  with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"5. The first character in the name shall not be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"6. In the name, there shall be some characters following a space character which are not capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The email shall have exactly one @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The email shall start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The email shall have either no @ characters or more than one @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The password shall not contain any of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. The password shall not contain any lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"5. The password shall not contain any numbers.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The date shall have a number between 0 and 2025 before the first hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"4. The date shall have a number between 1 and 31 after the second hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-042221,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The name shall contain at least one space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The name shall not end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. The name shall not  start with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The name shall contain no space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The name shall end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. The name shall start  with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"5. The first character in the name shall not be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The email shall have either no @ characters or more than one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The password shall not contain any of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. The password shall not contain any lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"5. The password shall not contain any numbers.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The date shall have a number between 0 and 2025 before the first hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"4. The date shall have a number between 1 and 31 after the second hyphen.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The date shall contain either no hyphens, one hyphen or more than two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-043747,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The name shall only contain letters a-z, letters A-Z and space characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The name shall contain at least one space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The name shall not end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. The name shall not  start with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The first character in the name shall be capitalized.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"6. Any character in the name following a space character shall be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The name shall not contain letters a-z, letters A-Z and spaces.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The name shall contain no space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The name shall end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. The name shall start  with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The first character in the name shall not be capitalized.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"6. In the name, there shall be some characters following a space character which are not capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The email shall contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The email shall start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The email shall have either no @ characters or more than one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. If the email contains a @ character, then the email shall not include any dot characters (.) after the @ character and before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The final character of the email shall be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"6. The email shall contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The password shall be at least 4 characters long.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The password shall contain one of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The password shall contain at least one upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. The password shall contain at least one lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The password shall contain at least one number.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The password shall contain less than 4 characters.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The password shall not contain any of the following characters: !, #, $.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The password shall not contain any upper case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. The password shall not contain any lower case characters.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"5. The password shall not contain any numbers.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The url shall not start with http://, nor with https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The url shall contain at least one space.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The url shall not contain any dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The date shall contain two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The date shall have a number between 0 and 2025 before the first hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The data shall have a number between 1 and 12 after the first hyphen but before the second hyphen.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The date shall contain either no hyphens, one hyphen or more than two hyphens.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. If the date has at least one hyphen, the part before the first hyphen shall be either a number smaller than 0 or a number larger than 2025.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"4. If the date has at least two hyphens, the part after the second hyphen shall be a number smaller than 1 or larger than 31.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-044933,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"1. The email shall not contain a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"2. The email shall not start with a @ character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"3. The email shall have exactly one @ character.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"4. If the email contains a @ character, then the email shall include a dot character (.) after the @ character but before the end.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"5. The final character of the email shall not be a dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"6. The email shall not contain the word “manager”.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"1. The url shall start with either http:// or https://.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"2. The url shall not contain any spaces.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"3. The url shall contain at least one dot character (.).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"1. The url shall not start with http://, nor with https://.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"2. The url shall contain at least one space.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"3. The url shall not contain any dot character (.).",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"1. The length of the bank number shall be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"2. The first 4 numbers of the bank number shall be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"3. The next 2 numbers of the bank number after the first 4 numbers shall be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"1. The length of the bank number shall not be 22.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"2. The first 4 numbers of the bank number shall not be: 1210 (CA).",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053321,"3. The next 2 numbers of the bank number after the first 4 numbers shall not be 00.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The name shall contain at least one space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The name shall not end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"4. The name shall not  start with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"5. The first character in the name shall be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"2. The name shall contain no space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"3. The name shall end with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"4. The name shall start  with a space character.",True,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"5. The first character in the name shall not be capitalized.",False,True
llm_string/constraint_generator/evaluations/outputs\20250224-053843,"6. In the name, there shall be some characters following a space character which are not capitalized.",False,True
